2022-02-23 08:25:12;502;Website Request served;
2022-02-23 09:51:22;502;User logged in;
2022-02-23 10:31:19;502;Item added to cart;
2022-02-23 11:56:22;502;Item added to cart;
2022-02-23 12:03:37;502;DHL chosen for shipping;
2022-02-23 13:00:43;502;Klarna chosen for payment;
2022-02-23 14:21:56;502;Order placed succesful;
2022-02-23 15:38:35;503;Website Request served;
2022-02-23 16:25:54;503;User loged in;
2022-02-23 17:22:00;503;Item added  cart;
2022-02-23 18:39:16;503;DPD chosen for shipping;
2022-02-23 19:35:03;503;Sofortueberweisung chosen for payment;
2022-02-23 20:09:58;503;Order place succesful;
2022-02-23 21:57:30;504;Website Request served;
2022-02-23 22:12:52;504;User logged in;
2022-02-23 23:38:57;504;Item added to cart;
2022-02-24 00:51:38;504;Item added to cart;
2022-02-24 01:30:13;504;Hermes chosen for shipping;
2022-02-24 02:03:19;504;Sofortüberweisung chosen for payment;
2022-02-24 03:47:59;504;Order placed succesful;
2022-02-24 04:53:23;505;Website Request served;
2022-02-24 05:29:05;505;User logged in;
2022-02-24 06:18:35;505;Item added to cart;
2022-02-24 07:17:39;505;Hermes chosen for shipping;
2022-02-24 08:31:01;505;Sofortüberweisung chosen for payment;
2022-02-24 09:08:51;505;Order placed succesful;
2022-02-24 10:05:03;506;Website Request served;
2022-02-24 11:04:24;506;User logged in;
2022-02-24 12:50:22;506;Item added to cart;
2022-02-24 13:04:36;506;DHL chosen for shipping;
2022-02-24 14:16:42;506;Klarna chosen for payment;
2022-02-24 15:43:16;506;Order placed succesful;
2022-02-24 16:02:40;507;Website Request served;
2022-02-24 17:36:34;507;User logged in;
2022-02-24 18:05:11;507;Item added to cart;
2022-02-24 19:58:03;507;Item added to cart;
2022-02-24 20:34:07;507;Item added to cart;
2022-02-24 21:00:39;507;Item added to cart;
2022-02-24 22:13:16;507;DHL chosen for shipping;
2022-02-24 23:46:14;507;Paypal chosen for payment;
2022-02-25 00:00:49;507;Order placed succesful;
2022-02-25 01:34:32;508;Website Request served;
2022-02-25 02:47:27;508;User loged in;
2022-02-25 03:00:13;508;Item added  cart;
2022-02-25 04:33:02;508;Hermes chosen for shipping;
2022-02-25 05:17:14;508;Klana chosen for payment;
2022-02-25 06:33:25;508;Order place succesful;
2022-02-25 07:19:18;509;Website Request served;
2022-02-25 08:19:21;509;User logged in;
2022-02-25 09:58:28;509;Item added to cart;
2022-02-25 10:27:42;509;Hermes chosen for shipping;
2022-02-25 11:35:24;509;Klarna chosen for payment;
2022-02-25 12:38:10;509;Order placed succesful;
2022-02-25 13:06:29;510;Website Request served;
2022-02-25 14:43:35;510;User logged in;
2022-02-25 15:11:25;510;Item added to cart;
2022-02-25 16:26:34;510;Item added to cart;
2022-02-25 17:17:17;510;Item added to cart;
2022-02-25 18:31:46;510;Item added to cart;
2022-02-25 19:44:35;510;Item added to cart;
2022-02-25 20:57:18;510;Item added to cart;
2022-02-25 21:22:54;510;Item added to cart;
2022-02-25 22:36:23;510;Item added to cart;
2022-02-25 23:41:08;510;Hermes chosen for shipping;
2022-02-26 00:46:30;510;Klarna chosen for payment;
2022-02-26 01:07:57;510;Order placed succesful;
2022-02-26 02:01:45;511;Website Request served;
2022-02-26 03:26:09;511;User logged in;
2022-02-26 04:44:01;511;Item added to cart;
2022-02-26 05:45:17;511;Item added to cart;
2022-02-26 06:59:15;511;Hermes chosen for shipping;
2022-02-26 07:36:06;511;Klarna chosen for payment;
2022-02-26 08:16:08;511;Order placed succesful;
2022-02-26 09:54:47;512;Website Request served;
2022-02-26 10:37:56;512;User loged in;
2022-02-26 11:38:27;512;Item added to cart;
2022-02-26 12:05:16;512;DPD chosen for shipping;
2022-02-26 13:43:20;512;Sofortueberweisung chosen for payment;
2022-02-26 14:49:38;512;Order place succesful;
2022-02-26 15:40:49;513;Website Request served;
2022-02-26 16:36:27;513;User loged in;
2022-02-26 17:54:20;513;Item added  cart;
2022-02-26 18:31:06;513;Item added  cart;
2022-02-26 19:07:59;513;DPD chosen for shipping;
2022-02-26 20:53:16;513;Paypal chosen for payment;
2022-02-26 21:18:09;513;Order place succesful;
2022-02-26 22:38:42;514;Website Request served;
2022-02-26 23:31:06;514;User logged in;
2022-02-27 00:46:15;514;Item added to cart;
2022-02-27 01:59:16;514;Item added to cart;
2022-02-27 02:23:10;514;Hermes chosen for shipping;
2022-02-27 03:19:01;514;Sofortüberweisung chosen for payment;
2022-02-27 04:19:09;514;Order placed succesful;
2022-02-27 05:03:30;515;Website Request served;
2022-02-27 06:30:57;515;User logged in;
2022-02-27 07:48:35;515;Item added to cart;
2022-02-27 08:07:17;515;Item added to cart;
2022-02-27 09:04:49;515;Item added to cart;
2022-02-27 10:55:17;515;DHL chosen for shipping;
2022-02-27 11:02:19;515;Klarna chosen for payment;
2022-02-27 12:46:06;515;Order placed succesful;
2022-02-27 13:36:32;516;Website Request served;
2022-02-27 14:19:18;516;Login not succesfull;
2022-02-27 15:44:38;516;User logged in;
2022-02-27 16:14:25;516;Item added to cart;
2022-02-27 17:50:29;516;Hermes chosen for shipping;
2022-02-27 18:57:25;516;Paypal chosen for payment;
2022-02-27 19:37:06;516;Order placed succesful;
2022-02-27 20:03:28;517;Website Request served;
2022-02-27 21:28:56;517;User logged in;
2022-02-27 22:44:27;517;Item added to cart;
2022-02-27 23:13:24;517;Item added to cart;
2022-02-28 00:29:34;517;Item added to cart;
2022-02-28 01:28:35;517;DHL chosen for shipping;
2022-02-28 02:54:45;517;Klarna chosen for payment;
2022-02-28 03:12:37;517;Order placed succesful;
2022-02-28 04:32:11;518;Website Request served;
2022-02-28 05:03:39;518;User logged in;
2022-02-28 06:32:00;518;Item added to cart;
2022-02-28 07:52:28;518;DPD chosen for shipping;
2022-02-28 08:18:10;518;Klarna chosen for payment;
2022-02-28 09:35:03;518;Order placed succesful;
2022-02-28 10:01:56;519;Website Request served;
2022-02-28 11:15:52;519;User loged in;
2022-02-28 12:08:12;519;Item added to cart;
2022-02-28 13:32:51;519;Item added to cart;
2022-02-28 14:11:37;519;DHL chosen fr shipping;
2022-02-28 15:33:34;519;Sofortueberweisung chosen for payment;
2022-02-28 16:58:35;519;Order place succesful;
2022-02-28 17:48:13;520;Website Request served;
2022-02-28 18:27:03;520;User logged in;
2022-02-28 19:24:00;520;Item added to cart;
2022-02-28 20:05:09;520;Item added to cart;
2022-02-28 21:21:50;520;DPD chosen for shipping;
2022-02-28 22:22:23;520;Klarna chosen for payment;
2022-02-28 23:26:22;520;Order placed succesful;
2022-03-01 00:11:21;521;Website Request served;
2022-03-01 01:26:46;521;User loged in;
2022-03-01 02:56:44;521;Item added to cart;
2022-03-01 03:48:48;521;Item added to cart;
2022-03-01 04:06:22;521;Hermes chosen for shipping;
2022-03-01 05:00:32;521;Sofortueberweisung chosen for payment;
2022-03-01 06:52:18;521;Order place succesful;
2022-03-01 07:02:07;522;Website Request served;
2022-03-01 08:37:13;522;Login not succesfull;
2022-03-01 09:58:36;522;User logged in;
2022-03-01 10:15:41;522;Item added to cart;
2022-03-01 11:55:14;522;Hermes chosen for shipping;
2022-03-01 12:17:45;522;Sofortüberweisung chosen for payment;
2022-03-01 13:54:10;522;Order placed succesful;
2022-03-01 14:50:32;523;Website Request served;
2022-03-01 15:18:01;523;User logged in;
2022-03-01 16:34:00;523;Item added to cart;
2022-03-01 17:21:39;523;Hermes chosen for shipping;
2022-03-01 18:02:50;523;Klarna chosen for payment;
2022-03-01 19:02:15;523;Order placed succesful;
2022-03-01 20:33:19;524;Website Request served;
2022-03-01 21:31:23;524;User logged in;
2022-03-01 22:34:13;524;Item added to cart;
2022-03-01 23:07:55;524;Hermes chosen for shipping;
2022-03-02 00:26:09;524;Sofortüberweisung chosen for payment;
2022-03-02 01:18:18;524;Order placed succesful;
2022-03-02 02:35:18;525;Website Request served;
2022-03-02 03:18:06;525;User loged in;
2022-03-02 04:23:11;525;Item added  cart;
2022-03-02 05:10:15;525;Item added  cart;
2022-03-02 06:55:29;525;Item added  cart;
2022-03-02 07:26:41;525;DPD chosen for shipping;
2022-03-02 08:12:00;525;Paypal chosen for payment;
2022-03-02 09:23:41;525;Order place succesful;
2022-03-02 10:52:51;526;Website Request served;
2022-03-02 11:57:35;526;Login not succesfull;
2022-03-02 12:04:21;526;Login not succesfull;
2022-03-02 13:02:17;526;Login not succesfull;
2022-03-02 14:42:30;526;Login not succesfull;
2022-03-02 15:07:10;526;Login not succesfull;
2022-03-02 16:48:39;526;User logged in;
2022-03-02 17:29:16;526;Item added to cart;
2022-03-02 18:27:32;526;Item added to cart;
2022-03-02 19:24:50;526;Item added to cart;
2022-03-02 20:03:05;526;Item added to cart;
2022-03-02 21:35:48;526;Item added to cart;
2022-03-02 22:17:02;526;DPD chosen for shipping;
2022-03-02 23:47:27;526;Klarna chosen for payment;
2022-03-03 00:45:38;526;Order placed succesful;
2022-03-03 01:26:22;527;Website Request served;
2022-03-03 02:02:46;527;User logged in;
2022-03-03 03:24:57;527;Item added to cart;
2022-03-03 04:39:23;527;Item added to cart;
2022-03-03 05:19:35;527;Hermes chosen for shipping;
2022-03-03 06:15:43;527;Paypal chosen for payment;
2022-03-03 07:59:01;527;Order placed succesful;
2022-03-03 08:01:12;528;Website Request served;
2022-03-03 09:54:28;528;User loged in;
2022-03-03 10:13:06;528;Item added  cart;
2022-03-03 11:58:32;528;DPD chosen for shipping;
2022-03-03 12:00:54;528;Paypal chosen for payment;
