2022-02-28 08:23:29;854;Website Request served;
2022-02-28 09:50:42;854;User logged in;
2022-02-28 10:07:36;854;Item added to cart;
2022-02-28 11:42:52;854;Item added to cart;
2022-02-28 12:27:46;854;Hermes chosen for shipping;
2022-02-28 13:51:59;854;Klarna chosen for payment;
2022-02-28 14:56:29;854;Order placed succesful;
2022-02-28 15:19:56;855;Website Request served;
2022-02-28 16:30:56;855;User logged in;
2022-02-28 17:23:54;855;Item added to cart;
2022-02-28 18:22:18;855;DHL chosen for shipping;
2022-02-28 19:13:55;855;Klarna chosen for payment;
2022-02-28 20:47:25;855;Order placed succesful;
2022-02-28 21:06:47;856;Website Request served;
2022-02-28 22:11:14;856;User logged in;
2022-02-28 23:33:31;856;Item added to cart;
2022-03-01 00:50:31;856;Hermes chosen for shipping;
2022-03-01 01:48:22;856;Sofortueberweisung chosen for payment;
2022-03-01 02:01:05;856;Order placed succesful;
2022-03-01 03:22:55;857;Website Request served;
2022-03-01 04:07:04;857;User logged in;
2022-03-01 05:45:52;857;Item added to cart;
2022-03-01 06:26:59;857;Item added to cart;
2022-03-01 07:49:42;857;DHL chosen for shipping;
2022-03-01 08:03:38;857;Paypal chosen for payment;
2022-03-01 09:12:37;857;Order placed succesful;
2022-03-01 10:28:36;858;Website Request served;
2022-03-01 11:57:37;858;User logged in;
2022-03-01 12:32:46;858;Item added to cart;
2022-03-01 13:19:04;858;DHL chosen for shipping;
2022-03-01 14:10:56;858;Sofortueberweisung chosen for payment;
2022-03-01 15:25:03;858;Order could not be placed Error501;
2022-03-01 16:51:29;859;Website Request served;
2022-03-01 17:40:57;859;User logged in;
2022-03-01 18:51:27;859;Item added to cart;
2022-03-01 19:43:49;859;Hermes chosen for shipping;
2022-03-01 20:33:34;859;Sofortueberweisung chosen for payment;
2022-03-01 21:22:13;859;Order placed succesful;
2022-03-01 22:35:23;860;Website Request served;
2022-03-01 23:40:57;860;User logged in;
2022-03-02 00:18:59;860;Item added to cart;
